id,budget,company,country,director,genre,domestic_revenue_usd,name,rating,released,runtime,score,star,votes,writer,year,rank,total_revenue_usd,international_revenue_usd
927,0,New World Pictures,USA,Tony Scott,Action,15650000,Revenge,R,2/16/1990,124,6.2,Kevin Costner,13517,Jim Harrison,1990,5869,15645616,-4384
1183,0,Beco Films,USA,Blake Edwards,Comedy,15545943,Switch,R,5/10/1991,103,5.7,Ellen Barkin,7160,Blake Edwards,1991,5886,15545943,0
6397,30000000,Cross Creek Pictures,UK,Brian Helgeland,Biography,1872994,Legend,R,11/20/2015,132,7,Tom Hardy,115765,Brian Helgeland,2015,5895,15502112,13629118
3266,51000000,Castle Rock Entertainment,Canada,Antoine Fuqua,Action,15325127,Bait,R,9/15/2000,119,5.7,Jamie Foxx,9493,Andrew Scheinman,2000,5899,15471969,146842
64,0,Blueline Productions,USA,Peter Markle,Drama,15448384,Youngblood,R,1/31/1986,110,6.1,Rob Lowe,10412,Peter Markle,1986,5905,15448384,0
5664,30000000,Columbia Pictures,UK,Roland Emmerich,Drama,4463292,Anonymous,PG-13,12/2/2011,130,6.9,Rhys Ifans,36079,John Orloff,2011,5915,15395087,10931795
2243,8500000,Paramount Pictures,USA,Tom Holland,Fantasy,15171475,Thinner,R,10/25/1996,93,5.7,Joe Mantegna,22170,Stephen King,1996,5932,15315484,144009
3111,25000000,Miramax,UK,Lasse Hallström,Drama,71509363,Chocolat,PG-13,1/19/2001,121,7.3,Juliette Binoche,158788,Joanne Harris,2000,5938,15291827,-56217536
635,0,Caroline Productions,France,Claire Denis,Drama,2317091,Chocolat,PG-13,1989-05,105,7.4,Isaach De Bankolé,2217,Claire Denis,1988,5938,15291827,12974736
4806,0,Hollywood Pictures,USA,Michael Katleman,Action,10597734,Primeval,R,1/12/2007,93,4.7,Dominic Purcell,11611,John Brancato,2007,5940,15291277,4693543
3237,10000000,Recorded Picture Company (RPC),USA,Takeshi Kitano,Crime,447750,Brother,R,9/28/2001,114,7.2,Takeshi Kitano,19600,Takeshi Kitano,2000,5946,15250594,14802844
4341,1000000,Belladonna Productions,USA,Duncan Tucker,Adventure,9015303,Transamerica,R,3/3/2006,103,7.4,Felicity Huffman,37575,Duncan Tucker,2005,5964,15151744,6136441
2574,55000000,Touchstone Pictures,USA,Thomas Carter,Action,31987563,Metro,R,1/17/1997,117,5.5,Eddie Murphy,22499,Randy Feldman,1997,5981,15099267,-16888296
4842,37000000,Summit Entertainment,USA,Catherine Hardwicke,Drama,191465414,Twilight,PG-13,11/21/2008,122,5.2,Kristen Stewart,366772,Melissa Rosenberg,2008,5988,15055091,-176410323
2789,20000000,Cinehaus,USA,Robert Benton,Crime,15030732,Twilight,R,3/6/1998,94,6.2,Paul Newman,8769,Robert Benton,1998,5988,15055091,24359
3628,20000000,Amen Ra Films,USA,Walter Hill,Action,12398628,Undisputed,R,8/23/2002,100,6.2,Wesley Snipes,24459,David Giler,2002,6006,14946150,2547522
2916,25000000,Bona Fide Productions,USA,Alexander Payne,Comedy,14879556,Election,R,5/7/1999,103,7.3,Matthew Broderick,77515,Tom Perrotta,1999,6016,14902041,22485
5053,13000000,Lakeshore Entertainment,USA,Isabel Coixet,Drama,3581642,Elegy,R,8/29/2008,112,6.8,Ben Kingsley,20231,Nicholas Meyer,2008,6018,14894347,11312705
6645,20000000,Black Bear Pictures,USA,Stephen Gaghan,Adventure,7222964,Gold,R,1/27/2017,120,6.7,Matthew McConaughey,32147,Patrick Massett,2016,6021,14880939,7657975
3185,90000000,Hammerhead Productions,USA,Walter Hill,Horror,14218868,Supernova,PG-13,1/14/2000,90,4.8,James Spader,15330,William Malone,2000,6036,14828081,609213
3702,25000000,Focus Features,USA,Neil LaBute,Drama,10103647,Possession,PG-13,8/30/2002,102,6.4,Gwyneth Paltrow,11970,A.S. Byatt,2002,6041,14815898,4712251
1844,0,Motion Picture Corporation of America (MPCA),USA,Andrew Fleming,Comedy,14815000,Threesome,R,4/8/1994,89,6.2,Lara Flynn Boyle,11407,Andrew Fleming,1994,6042,14815317,317
1373,0,Ladybugs,USA,Sidney J. Furie,Comedy,14796494,Ladybugs,PG-13,3/27/1992,90,5.3,Rodney Dangerfield,7236,Curtis Burch,1992,6045,14796494,0
5397,7000000,Focus Features,USA,Sofia Coppola,Comedy,1768416,Somewhere,R,1/21/2011,97,6.3,Stephen Dorff,38036,Sofia Coppola,2010,6050,14788642,13020226
4509,10000000,Fox Atomic,USA,John Stockwell,Horror,7025803,Turistas,R,12/1/2006,93,5.3,Josh Duhamel,32558,Michael Arlen Ross,2006,6063,14756513,7730710
704,1500000,Kings Road Entertainment,USA,Mark DiSalle,Action,14697005,Kickboxer,R,9/8/1989,97,6.4,Jean-Claude Van Damme,40427,Mark DiSalle,1989,6073,14697005,0
3233,0,Memfis Film,Sweden,Lukas Moodysson,Comedy,1069156,Together,R,9/21/2001,106,7.5,Lisa Lindgren,18441,Lukas Moodysson,2000,6103,14596148,13526992
2688,60000000,Warner Bros.,UK,Paul W.S. Anderson,Action,14567883,Soldier,R,10/23/1998,99,6,Kurt Russell,46241,David Webb Peoples,1998,6104,14594226,26343
222,1000000,Cinemarque Entertainment BV,UK,Clive Barker,Horror,14564027,Hellraiser,R,9/18/1987,94,7,Andrew Robinson,83209,Clive Barker,1987,6109,14575193,11166
4114,40000000,DreamWorks,USA,Barry Levinson,Comedy,12181484,Envy,PG-13,4/30/2004,99,4.8,Ben Stiller,27466,Steve Adams,2004,6126,14494036,2312552
4185,40000000,Universal Pictures,USA,Joss Whedon,Action,25514517,Serenity,PG-13,9/30/2005,119,7.9,Nathan Fillion,255155,Joss Whedon,2005,6137,14454622,-11059895
314,55000000,Columbia Pictures Corporation,USA,Elaine May,Action,14375181,Ishtar,PG-13,5/15/1987,107,4.2,Warren Beatty,9094,Elaine May,1987,6162,14375181,0
5399,3200000,Olympus Pictures,USA,Mike Mills,Comedy,5790894,Beginners,R,8/26/2011,105,7.2,Ewan McGregor,78833,Mike Mills,2010,6177,14311701,8520807
4283,20000000,Miramax,USA,John Madden,Drama,7524766,Proof,PG-13,10/7/2005,100,6.8,Gwyneth Paltrow,38387,David Auburn,2005,6200,14189860,6665094
1261,0,House & Moorhouse Films,Australia,Jocelyn Moorhouse,Drama,524668,Proof,R,3/20/1992,86,7.4,Hugo Weaving,5369,Jocelyn Moorhouse,1991,6200,14189860,13665192
274,3500000,Laurel Entertainment Inc.,USA,Michael Gornick,Comedy,14000000,Creepshow 2,R,5/1/1987,92,6,George Kennedy,17500,Stephen King,1987,6253,14000000,0
6376,6000000,WhiteFlame Productions,USA,Andrew Fleming,Comedy,11766,Barefoot,PG-13,9/4/2014,90,6.6,Evan Rachel Wood,19248,Stephen Zotnowski,2014,6254,14000000,13988234
7,25000000,Henson Associates (HA),UK,Jim Henson,Adventure,12729917,Labyrinth,PG,6/27/1986,101,7.4,David Bowie,102879,Dennis Lee,1986,6268,13904732,1174815
2080,50000000,Cinergi Pictures Entertainment,USA,Oliver Stone,Biography,13560960,Nixon,R,1/5/1996,192,7.1,Anthony Hopkins,25426,Stephen J. Rivele,1995,6311,13681765,120805
1847,14000000,Universal Pictures,USA,Spike Lee,Comedy,13640000,Crooklyn,PG-13,5/13/1994,115,6.9,Alfre Woodard,6583,Cinqué Lee,1994,6321,13642861,2861
2769,0,TriStar Pictures,USA,Jonathan Darby,Drama,13513622,Hush,PG-13,3/6/1998,96,5.3,Jessica Lange,8036,Jonathan Darby,1998,6338,13583690,70068
121,0,Atlantic Entertainment Group,USA,Robert M. Young,Drama,13418091,Extremities,R,8/22/1986,89,6.3,Farrah Fawcett,2705,William Mastrosimone,1986,6369,13418091,0
3621,30000000,Columbia Pictures,USA,Luis Mandoki,Action,62536,Trapped,R,9/20/2002,106,6.2,Kevin Bacon,20617,Greg Iles,2002,6371,13414416,13351880
5636,35000000,Millennium Films,USA,Joel Schumacher,Crime,16816,Trespass,R,5/18/2012,91,5.3,Nicolas Cage,36771,Karl Gajdusek,2011,6411,13249535,13232719
1427,14000000,Universal Pictures,USA,Walter Hill,Action,13747138,Trespass,R,12/25/1992,101,6.2,Bill Paxton,8433,Bob Gale,1992,6411,13249535,-497603
21,2000000,New Line Cinema,USA,Stephen Herek,Action,13167232,Critters,PG-13,4/11/1986,82,6,Dee Wallace,25517,Domonic Muir,1986,6428,13167232,0
6272,0,Les Films Séville,Canada,Xavier Dolan,Drama,3492754,Mommy,R,1/8/2015,139,8.1,Anne Dorval,35841,Xavier Dolan,2014,6430,13156856,9664102
1890,0,Imagine Entertainment,USA,Jonathan Lynn,Comedy,13145977,Greedy,PG-13,3/4/1994,113,6.2,Michael J. Fox,11022,Lowell Ganz,1994,6434,13137484,-8493
2544,25000000,Warner Bros.,USA,John Singleton,Action,13104494,Rosewood,R,2/21/1997,140,7.2,Jon Voight,6487,Gregory Poirier,1997,6435,13130349,25855
5219,5000000,CJ Entertainment,South Korea,Chan-wook Park,Drama,296441,Thirst,R,7/9/2010,133,7.2,Kang-ho Song,33954,Seo-kyeong Jeong,2009,6454,13085023,12788582
6531,9400000,Panorama Studios,India,Nishikant Kamat,Crime,739478,Drishyam,NOT RATED,7/31/2015,163,8.4,Ajay Devgn,42547,Jeethu Joseph,2015,6457,13076265,12336787
2097,25000000,Universal Pictures,USA,Spike Lee,Crime,13040603,Clockers,R,9/13/1995,128,6.9,Harvey Keitel,17650,Richard Price,1995,6460,13071518,30915
6764,9000000,Raindog Films,UK,Jeff Nichols,Biography,7696098,Loving,PG-13,11/4/2016,123,7,Ruth Negga,21231,Jeff Nichols,2016,6495,12957265,5261167
3002,13000000,Toho Pictures,Japan,Takao Okawara,Action,10037390,Godzilla 2000,PG,8/18/2000,99,6.1,Hiroshi Abe,5994,Hiroshi Kashiwabara,1999,6501,12924063,2886673
3419,28000000,Alliance Atlantis Communications,UK,Ronny Yu,Action,5204007,Formula 51,R,10/18/2002,93,6.3,Samuel L. Jackson,44231,Stel Pavlou,2001,6514,12881605,7677598
2795,15000000,Dimension Films,USA,Penelope Spheeris,Comedy,13035599,Senseless,R,2/20/1998,93,6,Marlon Wayans,11375,Greg Erb,1998,6516,12874899,-160700
6095,20000000,Lionsgate,UK,Steven Knight,Action,34956,Redemption,R,8/23/2013,100,6.2,Jason Statham,56365,Steven Knight,2013,6560,12671109,12636153
3665,7500000,Paramount Pictures,USA,Joe Carnahan,Crime,10460089,Narc,R,1/10/2003,105,7.2,Ray Liotta,35355,Joe Carnahan,2002,6570,12633747,2173658
3224,24000000,NPV Entertainment,USA,Davis Guggenheim,Drama,5108820,Gossip,R,4/21/2000,90,5.9,James Marsden,13017,Gregory Poirier,2000,6586,12591270,7482450
2437,36000000,Columbia Pictures Corporation,USA,Andrew Niccol,Drama,12339633,Gattaca,PG-13,10/24/1997,106,7.8,Ethan Hawke,238316,Andrew Niccol,1997,6597,12532777,193144
4518,35000000,Revolution Studios,USA,Peter Hewitt,Action,11631245,Zoom,PG,8/11/2006,100,4.3,Tim Allen,16115,Adam Rifkin,2006,6603,12506362,875117
3685,25000000,Paramount Pictures,USA,Stephen Gaghan,Drama,10727683,Abandon,PG-13,10/18/2002,99,4.9,Katie Holmes,8168,Stephen Gaghan,2002,6652,12302219,1574536
2148,15000000,TriStar Pictures,USA,Brett Leonard,Fantasy,12201255,Hideaway,R,3/3/1995,106,5.3,Jeff Goldblum,5398,Dean R. Koontz,1995,6671,12201255,0
5792,3000000,Gary Sanchez Productions,USA,Leslye Headland,Comedy,447954,Bachelorette,R,7/12/2013,87,5.3,Kirsten Dunst,39857,Leslye Headland,2012,6685,12128575,11680621
2191,22000000,Hollywood Pictures,USA,Peter Yates,Comedy,12100000,Roommates,PG,3/3/1995,108,6.4,Peter Falk,1509,Max Apple,1995,6691,12096881,-3119
6002,12000000,Fox Searchlight Pictures,UK,Chan-wook Park,Drama,1702277,Stoker,R,4/5/2013,99,6.8,Mia Wasikowska,90922,Wentworth Miller,2013,6696,12077441,10375164
5173,0,Barbarian Films,USA,David Mackenzie,Comedy,249590,Spread,R,9/25/2009,97,5.9,Ashton Kutcher,34153,Jason Hall,2009,6710,12035862,11786272
112,8000000,Cannon Group,USA,J. Lee Thompson,Action,11834302,Firewalker,PG,11/21/1986,104,5,Chuck Norris,4752,Robert Gosnell,1986,6736,11949484,115182
5343,100000000,Twentieth Century Fox Film Corporation,USA,Tony Scott,Action,81562942,Unstoppable,PG-13,11/12/2010,98,6.8,Denzel Washington,160551,Mark Bomback,2010,6758,11845347,-69717595
2362,23000000,Castle Rock Entertainment,USA,Fraser C. Heston,Adventure,11567023,Alaska,PG,8/14/1996,109,5.7,Thora Birch,4485,Andy Burg,1996,6768,11829959,262936
5078,11000000,StudioCanal,USA,Atom Egoyan,Drama,3074838,Chloe,R,3/26/2010,96,6.3,Julianne Moore,60262,Erin Cressida Wilson,2009,6773,11808880,8734042
462,1100000,Cannon International,USA,Newt Arnold,Action,11806119,Bloodsport,R,4/29/1988,92,6.8,Jean-Claude Van Damme,63368,Sheldon Lettich,1988,6775,11806119,0
4141,0,Pathé Pictures International,UK,Danny Boyle,Comedy,6583149,Millions,PG-13,4/29/2005,98,6.9,Alex Etel,22743,Frank Cottrell Boyce,2004,6790,11782282,5199133
5198,0,Rogue Pictures,USA,Dito Montiel,Action,23036320,Fighting,PG-13,4/24/2009,105,5.6,Channing Tatum,29024,Robert Munic,2009,6814,11690000,-11346320
4367,0,Touchstone Pictures,USA,Anand Tucker,Drama,10281585,Shopgirl,R,11/4/2005,106,6.4,Steve Martin,21851,Steve Martin,2005,6819,11675161,1393576
2617,71000000,Metro-Goldwyn-Mayer (MGM),USA,Robert Butler,Action,11466088,Turbulence,R,1/10/1997,100,4.8,Ray Liotta,9453,Jonathan Brett,1997,6856,11538235,72147
1201,22000000,Capella International,USA,Wolfgang Petersen,Crime,11511031,Shattered,R,10/11/1991,98,6.5,Tom Berenger,6807,Richard Neely,1991,6862,11511031,0
6510,15000000,Bleecker Street Films,USA,Jay Roach,Biography,7857741,Trumbo,R,11/27/2015,124,7.5,Bryan Cranston,60593,John McNamara,2015,6887,11430025,3572284
1430,20000000,Paramount Pictures,USA,Bruce Robinson,Crime,11390479,Jennifer 8,R,11/6/1992,124,6.2,Andy Garcia,12992,Bruce Robinson,1992,6899,11390479,0
2069,0,Amblimation,USA,Simon Wells,Animation,11268750,Balto,G,12/22/1995,100,7.1,Kevin Bacon,32984,Cliff Ruby,1995,6913,11349090,80340
6133,0,Opus Film,Poland,Pawel Pawlikowski,Drama,3827060,Ida,PG-13,10/25/2013,82,7.4,Agata Kulesza,40046,Pawel Pawlikowski,2013,6963,11156836,7329776
5449,12500000,Omega Entertainment,USA,Tony Goldwyn,Biography,6783129,Conviction,R,11/5/2010,107,7.2,Hilary Swank,37145,Pamela Gray,2010,6984,11104555,4321426
4771,17000000,Captivity Productions,USA,Roland Joffé,Crime,2626800,Captivity,R,7/13/2007,96,4.7,Elisha Cuthbert,21178,Larry Cohen,2007,7053,10921200,8294400
4178,0,Bandai Visual Company,Japan,Katsuhiro Ôtomo,Animation,410388,Steamboy,PG-13,3/18/2005,126,6.9,Anna Paquin,14575,Sadayuki Murai,2004,7075,10870198,10459810
5185,8000000,Ternion Pictures,USA,Mike Judge,Comedy,10814185,Extract,R,9/4/2009,92,6.2,Jason Bateman,39493,Mike Judge,2009,7081,10848783,34598
574,0,Warner Bros.,USA,Alan Metter,Comedy,10815378,Moving,R,3/4/1988,89,6.1,Richard Pryor,4139,Andy Breckman,1988,7092,10815378,0
3916,0,BR Petrobrás,Brazil,Hector Babenco,Drama,213954,Carandiru,R,3/5/2004,145,7.6,Enrique Diaz,15107,Hector Babenco,2003,7101,10781635,10567681
1588,25000000,TriStar Television,USA,Ron Maxwell,Drama,10769960,Gettysburg,PG,10/8/1993,271,7.7,Tom Berenger,22949,Michael Shaara,1993,7107,10769960,0
5171,20000000,Screen Gems,USA,Steve Shill,Drama,68261644,Obsessed,PG-13,4/24/2009,108,4.9,Beyoncé Knowles,24499,David Loughery,2009,7124,10721585,-57540059
4363,0,Applause Bhansali Productions,India,Sanjay Leela Bhansali,Drama,733094,Black,NOT RATED,2/4/2005,122,8.2,Amitabh Bachchan,27633,Sanjay Leela Bhansali,2005,7129,10703818,9970724
5703,8000000,Rickshaw Productions,USA,Joe Nussbaum,Comedy,10130219,Prom,PG,4/29/2011,104,5.4,Aimee Teegarden,13474,Katie Wech,2011,7130,10702246,572027
6196,100000000,Paramount Pictures,USA,Brett Ratner,Action,72688614,Hercules,PG-13,7/25/2014,98,6,Dwayne Johnson,125393,Ryan Condal,2014,7140,10676194,-62012420
2425,85000000,Walt Disney Pictures,USA,Ron Clements,Animation,99046791,Hercules,G,6/27/1997,93,7.2,Tate Donovan,159637,Ron Clements,1997,7140,10676194,-88370597
3511,0,EuropaCorp,France,Gérard Krawczyk,Action,81525,Wasabi,R,2/7/2003,94,6.6,Jean Reno,31525,Luc Besson,2001,7262,10366360,10284835
399,0,Warner Bros.,USA,Michael Schultz,Comedy,10348437,Disorderlies,PG,8/14/1987,86,4.8,Darren Robinson,1708,Mark Feldberg,1987,7270,10348437,0
5442,22000000,Millennium Films,USA,John Curran,Drama,1796024,Stone,R,10/22/2010,105,5.4,Edward Norton,36456,Angus MacLachlan,2010,7289,10300416,8504392
4083,5000000,United Artists,USA,Brian Dannelly,Comedy,8940582,Saved!,PG-13,6/11/2004,92,6.8,Jena Malone,41580,Brian Dannelly,2004,7301,10275509,1334927
5644,5000000,Mandalay Vision,USA,Richard Linklater,Biography,9203192,Bernie,PG-13,6/22/2012,99,6.8,Jack Black,49922,Skip Hollandsworth,2011,7336,10173061,969869
713,500000,Cannon Entertainment,USA,Albert Pyun,Action,10166459,Cyborg,R,4/7/1989,86,5,Jean-Claude Van Damme,24943,Albert Pyun,1989,7339,10166459,0
3052,5250000,Destination Films,USA,Louis Morneau,Horror,10155690,Bats,PG-13,10/22/1999,91,3.7,Lou Diamond Phillips,8632,John Logan,1999,7346,10155690,0
4026,10000000,Metro-Goldwyn-Mayer (MGM),USA,Joe Nussbaum,Comedy,9436390,Sleepover,PG,7/9/2004,89,5.3,Alexa PenaVega,13433,Elisa Bell,2004,7350,10143022,706632
3754,1500000,Fox Searchlight Pictures,USA,Catherine Hardwicke,Drama,4599680,Thirteen,R,9/19/2003,100,6.8,Evan Rachel Wood,72230,Catherine Hardwicke,2003,7356,10128960,5529280
5636,35000000,Millennium Films,USA,Joel Schumacher,Crime,16816,Trespass,R,5/18/2012,91,5.3,Nicolas Cage,36771,Karl Gajdusek,2011,7360,10117966,10101150
1427,14000000,Universal Pictures,USA,Walter Hill,Action,13747138,Trespass,R,12/25/1992,101,6.2,Bill Paxton,8433,Bob Gale,1992,7360,10117966,-3629172
2605,0,Jim Henson Pictures,USA,Caroline Thompson,Adventure,10005081,Buddy,PG,6/6/1997,84,4.8,Rene Russo,2217,Gertrude Davies Lintz,1997,7363,10113400,108319
600,6000000,Shapiro-Glickenhaus Entertainment,USA,James Glickenhaus,Action,10068039,Shakedown,R,5/6/1988,93,5.9,Peter Weller,2087,James Glickenhaus,1988,7379,10068039,0
3830,3000000,HBO Films,USA,Gus Van Sant,Crime,1227000,Elephant,R,11/14/2003,81,7.2,Elias McConnell,75039,Gus Van Sant,2003,7411,10012022,8785022
1943,0,Broadway Pictures,USA,Daniel Petrie,Family,9979683,Lassie,PG,7/22/1994,94,5.9,Helen Slater,4198,Eric Knight,1994,7426,9979683,0
5455,7000000,Scott Free Productions,USA,Jay Duplass,Comedy,7455447,Cyrus,R,7/16/2010,91,6.3,John C. Reilly,31320,Mark Duplass,2010,7446,9933873,2478426
4384,3000000,The UK Film & TV Production Company PLC,UK,Gavin Hood,Crime,2912363,Tsotsi,R,3/31/2006,94,7.3,Presley Chweneyagae,25853,Gavin Hood,2005,7463,9891303,6978940
1816,70000000,Columbia Pictures Corporation,USA,Mike Nichols,Drama,65012000,Wolf,R,6/17/1994,125,6.2,Jack Nicholson,46095,Jim Harrison,1994,7467,9887193,-55124807
2081,50000000,Paramount Pictures,USA,William Friedkin,Crime,9795017,Jade,R,10/13/1995,95,5.2,David Caruso,9815,Joe Eszterhas,1995,7480,9851610,56593
893,22000000,Paramount Pictures,USA,Jerry Zucker,Drama,217631306,Ghost,PG-13,7/13/1990,127,7,Patrick Swayze,164846,Bruce Joel Rubin,1990,7486,9833553,-207797753
5082,5000000,Liberty Films UK,UK,Duncan Jones,Drama,5009677,Moon,R,7/10/2009,97,7.9,Sam Rockwell,283589,Duncan Jones,2009,7512,9760107,4750430
6745,0,H Is 4 Productions,Ireland,Aisling Walsh,Biography,6139048,Maudie,PG-13,8/4/2017,115,7.7,Sally Hawkins,1735,Sherry White,2016,7521,9733932,3594884
992,40000000,Mirage Enterprises,USA,Sydney Pollack,Drama,9243140,Havana,R,12/14/1990,144,6.1,Robert Redford,6021,Judith Rascoe,1990,7554,9645440,402300
2752,3000000,Big Dog Films,Jamaica,Hype Williams,Crime,9630169,Belly,R,11/4/1998,96,6,Nas,7666,Anthony Bodden,1998,7557,9639390,9221
6726,0,K5 International,USA,Jim Jarmusch,Comedy,2141423,Paterson,R,7/27/2017,118,7.4,Adam Driver,36369,Jim Jarmusch,2016,7574,9588282,7446859
5653,0,Informant Media,UK,Tanya Wexler,Comedy,1800000,Hysteria,R,8/31/2012,100,6.7,Maggie Gyllenhaal,27231,Stephen Dyer,2011,7576,9584256,7784256
1660,0,Universal Pictures,USA,Joe Dante,Comedy,9532895,Matinee,PG,1/29/1993,99,6.8,John Goodman,7511,Jerico,1993,7595,9532895,0
1351,31000000,Carolco Pictures,UK,Richard Attenborough,Biography,9493259,Chaplin,PG-13,1/8/1993,143,7.6,Robert Downey Jr.,45964,David Robinson,1992,7607,9493259,0
1960,0,Caravan Pictures,USA,Martha Coolidge,Comedy,9398308,Angie,R,3/4/1994,107,5.4,Geena Davis,1838,Avra Wing,1994,7641,9398308,0
5248,23000000,Bill Kenwright Films,UK,Stephen Frears,Comedy,2708188,Chéri,R,7/17/2009,100,6.2,Michelle Pfeiffer,9380,Christopher Hampton,2009,7656,9368242,6660054
147,0,Ministère de la Culture et de la Communication,France,Éric Rohmer,Drama,37455,Summer,R,8/29/1986,98,7.8,Marie Rivière,4612,Marie Rivière,1986,7687,9306269,9268814
3537,4000000,Slough Pond,USA,Steven Shainberg,Comedy,4059680,Secretary,R,10/11/2002,107,7,James Spader,72138,Erin Cressida Wilson,2002,7688,9304609,5244929
2854,3500000,Artisan Entertainment,USA,Neil Abramson,Comedy,9247881,Ringmaster,R,11/25/1998,90,3.2,Jerry Springer,4578,Jon Bernstein,1998,7706,9257103,9222
3082,103000000,DreamWorks,USA,Ridley Scott,Action,187705427,Gladiator,R,5/5/2000,155,8.5,Russell Crowe,1081122,David Franzoni,2000,7720,9223441,-178481986
1431,0,Columbia Pictures Corporation,USA,Rowdy Herrington,Action,9223441,Gladiator,R,3/6/1992,101,6.4,Cuba Gooding Jr.,7094,Djordje Milicevic,1992,7720,9223441,0
778,0,Beco Films,USA,Nick Castle,Comedy,9114702,Tap,PG-13,2/10/1989,111,6.5,Gregory Hines,1195,Nick Castle,1989,7768,9114702,0
728,7000000,New World Pictures,USA,Steve Miner,Action,9094451,Warlock,R,1/11/1991,103,6.2,Julian Sands,12449,David Twohy,1989,7777,9094451,0
6804,5000000,IM Global,USA,Brad Peyton,Horror,4790573,Incarnate,PG-13,12/2/2016,91,5.2,Aaron Eckhart,7778,Ronnie Christensen,2016,7798,9037058,4246485
3009,3000000,Beacon Communications,USA,David Raynr,Comedy,9016377,Trippin',R,5/12/1999,94,5.2,Deon Richmond,1043,Gary Hardwick,1999,7805,9017070,693
818,0,Morgan Creek Productions,USA,Jack Sholder,Action,9015164,Renegades,R,6/2/1989,106,5.3,Kiefer Sutherland,2585,David Rich,1989,7807,9015164,0
6657,9000000,Fox Searchlight Pictures,Chile,Pablo Larraín,Biography,13958679,Jackie,R,12/2/2016,100,6.8,Natalie Portman,50652,Noah Oppenheim,2016,7841,8912742,-5045937
621,0,Golan-Globus Productions,USA,Boaz Davidson,Romance,8892589,Salsa,PG,5/6/1988,98,4.9,Draco Rosa,900,Boaz Davidson,1988,7846,8892589,0
921,11000000,Morgan Creek Productions,USA,Clive Barker,Action,8862354,Nightbreed,R,2/16/1990,102,6.5,Craig Sheffer,15692,Clive Barker,1990,7857,8862354,0
6695,8000000,Scott Free Productions,USA,Luke Scott,Action,3912052,Morgan,R,9/2/2016,92,5.8,Kate Mara,27297,Seth W. Owen,2016,7878,8809407,4897355
756,0,British Screen Productions,UK,Michael Caton-Jones,Drama,8800000,Scandal,R,4/28/1989,115,6.5,John Hurt,3972,Michael Thomas,1989,7884,8800000,0
3457,40000000,Dimension Films,USA,Gary Fleder,Drama,6114237,Impostor,R,1/4/2002,95,6.2,Shane Brolly,20767,Philip K. Dick,2001,7932,8694320,2580083
1277,10000000,TriStar Pictures,USA,Matthew Robbins,Adventure,8667684,Bingo,PG,8/9/1991,100,4.7,Cindy Williams,2380,Jim Strain,1991,7946,8667684,0
2605,0,Jim Henson Pictures,USA,Caroline Thompson,Adventure,10005081,Buddy,PG,6/6/1997,84,4.8,Rene Russo,2217,Gertrude Davies Lintz,1997,7960,8645255,-1359826
15,15000000,De Laurentiis Entertainment Group (DEG),USA,Michael Mann,Crime,8620929,Manhunter,R,8/15/1986,120,7.2,William Petersen,54000,Thomas Harris,1986,7970,8620929,0
3876,22000000,New Line Cinema,Canada,Glen Morgan,Drama,6886089,Willard,PG-13,3/14/2003,100,6.2,Crispin Glover,15832,Glen Morgan,2003,7997,8564586,1678497
1606,900000,Trimark Pictures,USA,Mark Jones,Comedy,8556940,Leprechaun,R,1/8/1993,92,4.7,Warwick Davis,18654,Mark Jones,1993,7998,8556940,0
4368,0,Cinefarm,Argentina,Ricardo de Montreuil,Drama,2804642,La mujer de mi hermano,R,4/21/2006,100,6.2,Bárbara Mori,2725,María Eugenia Argomedo,2005,8033,8492178,5687536
4274,50000000,Regency Enterprises,USA,Marc Forster,Drama,3626883,Stay,R,10/21/2005,99,6.9,Ewan McGregor,65389,David Benioff,2005,8036,8483797,4856914
6030,5000000,Steel Mill Pictures,UK,Jon S. Baird,Comedy,34321,Filth,R,4/24/2014,97,7.1,James McAvoy,84261,Jon S. Baird,2013,8066,8417248,8382927
3481,16000000,New Line Cinema,USA,Ernest R. Dickerson,Crime,7307756,Bones,R,10/24/2001,96,4.1,Snoop Dogg,5852,Adam Simon,2001,8085,8378853,1071097
2108,7000000,Miramax,Germany,Wayne Wang,Comedy,8349430,Smoke,R,6/9/1995,112,7.4,Harvey Keitel,29466,Paul Auster,1995,8088,8367636,18206
2714,3000000,Good Machine,USA,Todd Solondz,Comedy,2807390,Happiness,UNRATED,10/16/1998,134,7.8,Jane Adams,58551,Todd Solondz,1998,8106,8324700,5517310
4835,26000000,Chicago Pictures,USA,Andy Cheng,Action,6877133,Redline,PG-13,4/13/2007,100,4,Nathan Phillips,8133,Robert Foreman,2007,8129,8267379,1390246
562,0,National Broadcasting Company (NBC),USA,Joan Freeman,Comedy,8253123,Satisfaction,PG-13,2/12/1988,92,4.8,Justine Bateman,2958,Charles Purpura,1988,8134,8253123,0
5664,30000000,Columbia Pictures,UK,Roland Emmerich,Drama,4463292,Anonymous,PG-13,12/2/2011,130,6.9,Rhys Ifans,36079,John Orloff,2011,8135,8252627,3789335
13,6000000,Twentieth Century Fox Film Corporation,USA,David Seltzer,Comedy,8200000,Lucas,PG-13,3/28/1986,100,6.8,Corey Haim,12228,David Seltzer,1986,8156,8200000,0
