,Rank,Title,Lifetime Gross,Year
0,1601,She's All That,"$103,166,989",1999
1,1602,Guess Who,"$103,121,466",2005
2,1603,Night School,"$103,105,878",2018
3,1604,Mary Poppins,"$103,078,700",1964
4,1605,Transcendence,"$103,039,258",2014
5,1606,Jimmy Neutron: Boy Genius,"$102,992,536",2001
6,1607,Resident Evil,"$102,984,862",2002
7,1608,Working Girl,"$102,956,984",1988
8,1609,Jigsaw,"$102,952,888",2017
9,1610,Just Like Heaven,"$102,854,431",2005
10,1611,The Cable Guy,"$102,825,796",1996
11,1612,Love & Other Drugs,"$102,820,008",2010
12,1613,Chappie,"$102,811,889",2015
13,1614,Project X,"$102,731,865",2012
14,1615,Primal Fear,"$102,616,183",1996
15,1616,Zombieland,"$102,392,080",2009
16,1617,U.S. Marshals,"$102,367,405",1998
17,1618,Ghosts of Girlfriends Past,"$102,366,815",2009
18,1619,The Wild,"$102,338,515",2006
19,1620,Butch Cassidy and the Sundance Kid,"$102,310,639",1969
20,1621,Dawn of the Dead,"$102,278,712",2004
21,1622,John Q,"$102,244,770",2002
22,1623,Railroad Tigers,"$102,205,175",2016
23,1624,French Kiss,"$101,982,854",1995
24,1625,Heaven Is for Real,"$101,888,019",2014
25,1626,Detective Conan: Zero the Enforcer,"$101,860,359",2018
26,1627,The Devil Inside,"$101,758,490",2012
27,1628,Timecop,"$101,646,581",1994
28,1629,Pineapple Express,"$101,624,843",2008
29,1630,Just Married,"$101,564,935",2003
30,1631,Miss Congeniality 2: Armed & Fabulous,"$101,393,569",2005
31,1632,Mars Attacks!,"$101,371,017",1996
32,1633,The Time Traveler's Wife,"$101,344,412",2009
33,1634,Stir Crazy,"$101,300,000",1980
34,1635,Hitman,"$101,276,318",2007
35,1636,The Recruit,"$101,191,884",2003
36,1637,Joy,"$101,134,059",2015
37,1638,Little Miss Sunshine,"$101,058,954",2006
38,1639,Courage Under Fire,"$100,860,818",1996
39,1640,My Bloody Valentine,"$100,734,718",2009
40,1641,Up Close & Personal,"$100,688,705",1996
41,1642,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$100,654,149",2014
42,1643,Silent Hill,"$100,605,135",2006
43,1644,Ladder 49,"$100,572,044",2004
44,1645,Life,"$100,541,806",2017
45,1646,Instructions Not Included,"$100,502,638",2013
46,1647,Airport,"$100,489,151",1970
47,1648,Tammy,"$100,375,432",2014
48,1649,PK,"$100,370,104",2014
49,1650,Aftershock,"$100,297,508",2010
50,1651,The Good Shepherd,"$100,266,865",2006
51,1652,Any Given Sunday,"$100,230,832",1999
52,1653,Where the Wild Things Are,"$100,140,096",2009
53,1654,Philomena,"$100,129,872",2013
54,1655,The Continent,"$100,125,957",2014
55,1656,Nim's Island,"$100,104,565",2008
56,1657,Don't Say a Word,"$100,020,092",2001
57,1658,Atomic Blonde,"$100,014,025",2017
58,1659,The Book of Life,"$99,783,556",2014
59,1660,Black Mass,"$99,775,678",2015
60,1661,Insidious,"$99,557,032",2011
61,1662,Line Walker 2: Invisible Spy,"$99,482,027",2019
62,1663,Street Fighter,"$99,431,786",1994
63,1664,Hellboy,"$99,378,985",2004
64,1665,The Lucky One,"$99,357,138",2012
65,1666,The Haunting in Connecticut,"$99,279,998",2007
66,1667,Shanghai Noon,"$99,274,467",2000
67,1668,Nacho Libre,"$99,255,460",2006
68,1669,Blue Jasmine,"$99,104,804",2013
69,1670,Ode To My Father,"$99,085,291",2014
70,1671,Justin Bieber: Never Say Never,"$99,036,827",2011
71,1672,Young Detective Dee: Rise of the Sea Dragon,"$98,774,891",2013
72,1673,Once Upon a Time in Mexico,"$98,769,390",2003
73,1674,Spotlight,"$98,690,254",2015
74,1675,Umizaru 3: The Last Message,"$98,663,381",2010
75,1676,Bowfinger,"$98,625,775",1999
76,1677,Devil and Angel,"$98,599,942",2015
77,1678,The Color Purple,"$98,467,863",1985
78,1679,The Visit,"$98,450,062",2015
79,1680,Crash,"$98,410,061",2005
80,1681,Predator,"$98,399,956",1987
81,1682,Evolution,"$98,376,292",2001
82,1683,Riddick,"$98,337,295",2013
83,1684,Deep Sea,"$98,230,905",2006
84,1685,Alpha,"$98,203,196",2018
85,1686,Killers,"$98,159,963",2010
