,Rank,Title,Lifetime Gross,Year
0,7001,Tall Tale,"$11,047,627",1995
1,7002,Horrid Henry: The Movie,"$11,045,966",2011
2,7003,Last Night,"$11,042,068",2010
3,7004,The Vanished Murderer,"$11,040,802",2015
4,7005,Promised Land,"$11,039,031",2012
5,7006,Battle of Xiangjiang River,"$11,037,772",2017
6,7007,Chto tvoryat muzhchiny!,"$11,028,171",2013
7,7008,The Butterfly's Dream,"$11,028,096",2013
8,7009,Tout pour plaire,"$11,026,871",2005
9,7010,La boda de Valentina,"$11,021,794",2018
10,7011,The Loft,"$11,020,402",2014
11,7012,The Wild Life,"$11,020,375",1984
12,7013,[REC] 3: Genesis,"$11,019,975",2012
13,7014,Kismat Konnection,"$11,019,454",2008
14,7015,Rules of Dating,"$11,016,544",2005
15,7016,Adrenaline Rush: The Science of Risk,"$11,011,932",2002
16,7017,Only You,"$11,009,348",2015
17,7018,The Couch Trip,"$11,005,304",1988
18,7019,Traffickers,"$11,004,374",2012
19,7020,Gringo,"$11,001,627",2018
20,7021,The Super,"$11,000,863",1991
21,7022,Hang 'Em High,"$11,000,000",1968
22,7023,"Give 'em Hell, Harry!","$11,000,000",1975
23,7024,The Last Flight of Noah's Ark,"$11,000,000",1980
24,7025,The Mirror Crack'd,"$11,000,000",1980
25,7026,I Am Losing Weight,"$10,999,346",2018
26,7027,Pollock,"$10,994,533",2000
27,7028,Invisibles,"$10,993,752",2019
28,7029,"Spring, Summer, Fall, Winter... and Spring","$10,991,329",2003
29,7030,Nova Zembla,"$10,987,361",2011
30,7031,Who's Harry Crumb?,"$10,982,364",1989
31,7032,The Leakers,"$10,982,231",2018
32,7033,Hyde Park on Hudson,"$10,980,481",2012
33,7034,Justin Bieber's Believe,"$10,980,157",2013
34,7035,Roving Mars,"$10,978,976",2006
35,7036,Friend Request,"$10,975,390",2016
36,7037,Laplace's Witch,"$10,973,306",2018
37,7038,Deep,"$10,972,309",2017
38,7039,The Florida Project,"$10,971,298",2017
39,7040,Fake Fiction,"$10,970,000",2013
40,7041,Le brio,"$10,968,212",2017
41,7042,Trouble,"$10,966,188",2019
42,7043,The Man Who Loved Women,"$10,964,740",1983
43,7044,Moment by Moment,"$10,963,824",1978
44,7045,Samyy luchshiy film 3-DE,"$10,959,765",2011
45,7046,Extreme Ops,"$10,959,475",2002
46,7047,Nuns on the Run,"$10,959,015",1990
47,7048,High & Low: The Movie 2 - End of Sky,"$10,956,658",2017
48,7049,U Me Aur Hum,"$10,948,019",2008
49,7050,Come tu mi vuoi,"$10,947,653",2007
50,7051,Leave It to Beaver,"$10,925,060",1997
51,7052,Goodbye Beautiful Days,"$10,924,186",2007
52,7053,Captivity,"$10,921,200",2007
53,7054,Cookie's Fortune,"$10,920,544",1999
54,7055,Chinese Take-Out,"$10,911,008",2011
55,7056,Black Snake Moan,"$10,907,485",2007
56,7057,The Englishman Who Went Up a Hill But Came Down a Mountain,"$10,904,930",1995
57,7058,Jonah Hex,"$10,903,312",2010
58,7059,Samyy luchshiy den!,"$10,903,254",2015
59,7060,A Natale mi sposo,"$10,902,369",2010
60,7061,One Chance,"$10,900,434",2013
61,7062,A Bag of Marbles,"$10,898,998",2017
62,7063,The Perfect Score,"$10,898,337",2004
63,7064,The Darkness,"$10,898,293",2016
64,7065,Those Happy Days,"$10,890,811",2006
65,7066,Lucky Numbers,"$10,890,222",2000
66,7067,Molière,"$10,878,867",2007
67,7068,The Pink Panther,"$10,878,107",1964
68,7069,It's for Your Own Good,"$10,873,271",2017
69,7070,Narrow Margin,"$10,873,237",1990
70,7071,Here on Earth,"$10,873,148",2000
71,7072,Tinker Bell and the Great Fairy Rescue,"$10,872,752",2010
72,7073,Eiga Suîto Purikyua: Torimodose! Kokoro ga tsunagu kiseki no merodi,"$10,871,826",2011
73,7074,Son of Rambow,"$10,871,449",2008
74,7075,Steamboy,"$10,870,198",2004
75,7076,Eiga Purikyua ôru sutâzu DX 3: Mirai ni todoke! Sekai o tsunagu nijiiro no hana,"$10,866,071",2011
76,7077,Victory,"$10,853,418",1981
77,7078,The Libertine,"$10,852,064",2005
78,7079,Rollover,"$10,851,261",1981
79,7080,Mr Black: Green Star,"$10,849,131",2015
80,7081,Extract,"$10,848,783",2009
81,7082,Bis,"$10,846,026",2015
82,7083,Vai que Cola: O Filme,"$10,845,468",2015
83,7084,Violet Evergarden: Eternity and the Auto Memories Doll,"$10,841,702",2019
84,7085,I'm Always Here,"$10,836,270",2004
85,7086,Danny Collins,"$10,835,752",2015
86,7087,The End of the Affair,"$10,827,816",1999
87,7088,Office Space,"$10,827,810",1999
88,7089,She's on Duty,"$10,826,936",2005
89,7090,Le crocodile du Botswanga,"$10,820,100",2014
90,7091,Sayonara itsuka,"$10,817,922",2010
91,7092,Moving,"$10,815,378",1988
92,7093,Flying Monsters 3D with David Attenborough,"$10,813,862",2011
93,7094,Gotcha!,"$10,806,919",1985
94,7095,Sophie Scholl: The Final Days,"$10,804,315",2005
95,7096,Kwonsunbun Yeosa Napchisagun,"$10,800,737",2007
96,7097,Gnome Alone,"$10,800,715",2017
97,7098,Kureyon Shin-chan: Arashi wo yobu! Yuuhi no kasukabe bôizu,"$10,798,618",2004
98,7099,Initial D,"$10,793,051",2005
99,7100,¡Asu Mare! 2,"$10,785,879",2015
100,7101,Carandiru,"$10,781,635",2004
101,7102,Me contro Te - Il film: La vendetta del Signor S,"$10,779,891",2020
102,7103,The Great Raid,"$10,777,375",2005
103,7104,The Bros,"$10,776,902",2017
104,7105,Ninja Kids!!!,"$10,776,262",2011
