,Rank,Title,Lifetime Gross,Year
0,5401,From Me to You,"$18,033,727",2010
1,5402,Mr. Pride vs. Miss Prejudice,"$18,019,651",2017
2,5403,Cape No. 7,"$18,015,600",2008
3,5404,The Country Bears,"$18,012,097",2002
4,5405,Harlock: Space Pirate,"$18,010,317",2013
5,5406,The Importance of Being Earnest,"$18,009,625",2002
6,5407,Herbie Goes Bananas,"$18,000,000",1980
7,5408,Cantinflas,"$17,998,703",2014
8,5409,Ataru,"$17,991,975",2013
9,5410,Quills,"$17,989,227",2000
10,5411,Kalank,"$17,987,034",2019
11,5412,Dope,"$17,986,781",2015
12,5413,The Howling,"$17,985,893",1981
13,5414,Whiteout,"$17,976,667",2009
14,5415,Ten Days Without Mom,"$17,972,125",2017
15,5416,The Girl in the Sun,"$17,966,855",2013
16,5417,Used People,"$17,957,265",1992
17,5418,CB4,"$17,953,778",1993
18,5419,Born Yesterday,"$17,952,857",1993
19,5420,Mumon: The Land of Stealth,"$17,952,505",2017
20,5421,City of Ember,"$17,929,684",2008
21,5422,Flowers in the Shadow,"$17,918,898",2008
22,5423,Cyrano Agency,"$17,917,697",2010
23,5424,The Crow: City of Angels,"$17,917,287",1996
24,5425,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,"$17,903,071",2019
25,5426,Raaz 3: The Third Dimension,"$17,899,667",2012
26,5427,"Carry On, Munna Bhai","$17,897,527",2006
27,5428,My Tutor Friend,"$17,896,209",2003
28,5429,9-Month Stretch,"$17,891,858",2013
29,5430,Black Money,"$17,887,384",2019
30,5431,We Have a Pope,"$17,877,523",2011
31,5432,Shield of Straw,"$17,876,628",2013
32,5433,Road to Ninja - Naruto the Movie,"$17,876,559",2012
33,5434,A Prophet,"$17,874,044",2009
34,5435,The Old Man & the Gun,"$17,860,397",2018
35,5436,Flyboys,"$17,858,059",2006
36,5437,Sibling Rivalry,"$17,854,933",1990
37,5438,Lucky Luke,"$17,854,472",2009
38,5439,The Quiet Ones,"$17,835,162",2014
39,5440,Honeysuckle Rose,"$17,815,212",1980
40,5441,Battle of the Warriors,"$17,812,601",2006
41,5442,The Edge of Heaven,"$17,804,565",2007
42,5443,Jail Breakers,"$17,797,711",2002
43,5444,The Last Kiss,"$17,784,993",2002
44,5445,Friendship,"$17,779,520",2008
45,5446,Forever Enthralled,"$17,773,395",2008
46,5447,Deception,"$17,772,506",2008
47,5448,The Delta Force,"$17,768,900",1986
48,5449,Halloween 4: The Return of Michael Myers,"$17,768,757",1988
49,5450,Unforgettable,"$17,768,012",2017
50,5451,The Rage: Carrie 2,"$17,762,705",1999
51,5452,64: Part I,"$17,756,875",2016
52,5453,Clash of the Families,"$17,748,829",2011
53,5454,Oba: The Last Samurai,"$17,737,092",2011
54,5455,The Accidental Detective,"$17,736,759",2003
55,5456,The Big Green,"$17,736,619",1995
56,5457,For the Love of Benji,"$17,732,000",1977
57,5458,Reign of Government,"$17,722,998",2008
58,5459,Way Back Home,"$17,722,776",2011
59,5460,Luk fuk hei si,"$17,716,725",2014
60,5461,Joyeux Noel,"$17,709,155",2005
61,5462,The Children Act,"$17,696,794",2018
62,5463,Memories of Tomorrow,"$17,696,020",2006
63,5464,Avenue Montaigne,"$17,690,533",2006
64,5465,Heavyweights,"$17,689,177",1995
65,5466,Grave Decisions,"$17,685,834",2006
66,5467,The Big Easy,"$17,685,307",1987
67,5468,Jue zhan shi shen,"$17,677,325",2017
68,5469,Regression,"$17,671,101",2015
69,5470,Before I Go to Sleep,"$17,669,776",2014
70,5471,Kit Kittredge: An American Girl,"$17,657,973",2008
71,5472,You Are My Sunshine,"$17,650,142",2005
72,5473,The Oxford Murders,"$17,646,627",2008
73,5474,Kaiji: Final Game,"$17,645,779",2020
74,5475,Frantic,"$17,637,950",1988
75,5476,Swing Vote,"$17,635,397",2008
76,5477,The Postman,"$17,626,234",1997
77,5478,Neerja,"$17,618,280",2015
78,5479,Max Dugan Returns,"$17,613,720",1983
79,5480,Palais royal!,"$17,612,135",2005
80,5481,Operation Finale,"$17,612,099",2018
81,5482,Svaha: The Sixth Finger,"$17,607,783",2019
82,5483,Hitman: Agent Jun,"$17,601,351",2020
83,5484,Escape Plan 2: Hades,"$17,592,626",2018
84,5485,Eye of the Beholder,"$17,589,705",1999
85,5486,Eye of the Needle,"$17,583,634",1981
86,5487,Deliver Us from Eva,"$17,573,594",2003
87,5488,Little Boy,"$17,572,289",2015
88,5489,Diva,"$17,572,230",2007
89,5490,Take This Job and Shove It,"$17,569,027",1981
90,5491,Toilet: A Love Story,"$17,567,417",2017
91,5492,In the Land of Women,"$17,562,071",2007
92,5493,Johnny Be Good,"$17,550,399",1988
93,5494,Crayon Shin-Chan,"$17,542,139",2014
94,5495,Invasion U.S.A.,"$17,536,256",1985
95,5496,Loving Pablo,"$17,535,962",2018
96,5497,Addicted,"$17,534,314",2014
97,5498,Home for the Holidays,"$17,519,169",1995
98,5499,Disturbing Behavior,"$17,514,980",1998
99,5500,For Keeps?,"$17,514,553",1988
100,5501,Lassiter,"$17,513,452",1984
101,5502,Roll Bounce,"$17,500,866",2005
102,5503,Annapolis,"$17,496,992",2006
103,5504,Machete Kills,"$17,496,820",2013
104,5505,Rebound,"$17,492,014",2005
105,5506,Angel,"$17,488,564",1984
106,5507,White Palace,"$17,487,531",1990
107,5508,Natsume's Book of Friends The Movie: Tied to the Temporal World,"$17,473,797",2018
108,5509,"Paris, je t'aime","$17,471,727",2006
109,5510,Half Baked,"$17,460,020",1998
110,5511,Eyyvah Eyvah 3,"$17,455,570",2014
111,5512,Back to Mom's,"$17,455,542",2016
112,5513,Capitalism: A Love Story,"$17,436,509",2009
113,5514,A Guy Thing,"$17,432,163",2003
114,5515,Pinocchio,"$17,427,210",2019
115,5516,Frailty,"$17,423,030",2002
116,5517,Fate/Stay Night: Heaven's Feel - I. Presage Flower,"$17,422,935",2017
117,5518,Stolen,"$17,415,418",2012
118,5519,Kapoor & Sons,"$17,412,627",2016
119,5520,Billy and Buddy,"$17,400,053",2013
120,5521,Look for a Star,"$17,386,063",2009
121,5522,Fruitvale Station,"$17,385,830",2013
122,5523,Firehouse Dog,"$17,384,424",2007
123,5524,Murder in the First,"$17,381,942",1995
124,5525,Extreme Measures,"$17,380,126",1996
125,5526,Stormy Night,"$17,379,776",2005
126,5527,Outland,"$17,374,595",1981
127,5528,The NeverEnding Story II: The Next Chapter,"$17,373,527",1991
128,5529,Tokyo Family,"$17,370,130",2013
129,5530,Si accettano miracoli,"$17,368,659",2014
130,5531,My Girl 2,"$17,359,799",1994
131,5532,The Matador,"$17,356,268",2005
