,Rank,Title,Lifetime Gross,Year
0,7601,Death Bell,"$9,512,698",2008
1,7602,The Mystery of Henri Pick,"$9,510,682",2019
2,7603,Monsieur Batignole,"$9,502,387",2002
3,7604,Shall We Dance?,"$9,499,091",1997
4,7605,The Young and Prodigious T.S. Spivet,"$9,494,789",2013
5,7606,The Square,"$9,493,791",2017
6,7607,Chaplin,"$9,493,259",1992
7,7608,Animal Crackers,"$9,491,330",2018
8,7609,C'est quoi cette mamie?!,"$9,488,949",2019
9,7610,Point Blank,"$9,487,445",2010
10,7611,Our Time Will Come,"$9,484,714",2017
11,7612,Hula Girls,"$9,483,095",2006
12,7613,House of Angels,"$9,481,984",2010
13,7614,Guilty by Suspicion,"$9,480,198",1991
14,7615,Official Secrets,"$9,473,603",2019
15,7616,La fidanzata di papà,"$9,471,031",2008
16,7617,Promare,"$9,465,371",2019
17,7618,Andiamo a quel paese,"$9,462,298",2014
18,7619,Peepli [Live],"$9,460,931",2010
19,7620,"Tora-san, Wish You Were Here","$9,459,306",2019
20,7621,365 Days,"$9,458,590",2020
21,7622,The Last Deadly Mission,"$9,457,734",2008
22,7623,Secret Zoo,"$9,457,317",2020
23,7624,All the King's Men,"$9,451,623",2006
24,7625,Superbabies: Baby Geniuses 2,"$9,448,644",2004
25,7626,Goya's Ghosts,"$9,448,082",2006
26,7627,Kamen Rider Movie War the Fateful Sengoku Battle: Kamen Rider vs. Kamen Rider Gaim & Wizard,"$9,446,183",2013
27,7628,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"$9,443,876",1964
28,7629,Kirikou and the Men and Women,"$9,442,904",2011
29,7630,Veronica Guerin,"$9,439,660",2003
30,7631,Touch,"$9,439,192",2005
31,7632,Highway Star,"$9,429,431",2007
32,7633,New Kids Nitro,"$9,428,100",2011
33,7634,Ahora o nunca,"$9,427,876",2015
34,7635,Village of the Damned,"$9,418,365",1995
35,7636,Martian Child,"$9,411,042",2007
36,7637,Jannat: In Search of Heaven...,"$9,407,362",2008
37,7638,The 2 Sides of the Bed,"$9,406,076",2005
38,7639,Tenchi: The Samurai Astronomer,"$9,405,840",2012
39,7640,Seraphine,"$9,402,702",2008
40,7641,Angie,"$9,398,308",1994
41,7642,Super Hero War Kamen Rider Featuring Super Sentai: Heisei Rider vs. Showa Rider,"$9,397,108",2014
42,7643,My Wife Is a Gangster 3,"$9,390,670",2006
43,7644,This Life,"$9,388,513",2012
44,7645,The Goddess of Fortune,"$9,382,780",2019
45,7646,Do Not Disturb,"$9,382,573",2014
46,7647,Fierce Creatures,"$9,381,260",1997
47,7648,Mobile Suit Gundam 00: A Wakening of the Trailblazer,"$9,381,149",2010
48,7649,Ghost Dog: The Way of the Samurai,"$9,380,473",2000
49,7650,Running Scared,"$9,380,029",2006
50,7651,The Flying Classroom,"$9,378,807",2003
51,7652,Bel Ami,"$9,374,932",2012
52,7653,Odette Toulemonde,"$9,370,520",2007
