,Rank,Title,Lifetime Gross,Year
0,2801,Breakdown,"$50,159,144",1997
1,2802,HOUBA! On the Trail of the Marsupilami,"$50,146,474",2012
2,2803,The Closet,"$50,104,745",2001
3,2804,National Security,"$50,097,949",2003
4,2805,Little Women,"$50,083,616",1994
5,2806,Absolute Power,"$50,068,310",1997
6,2807,The Replacements,"$50,054,511",2000
7,2808,Uncut Gems,"$50,023,780",2019
8,2809,When a Man Loves a Woman,"$50,021,959",1994
9,2810,A Walk in the Clouds,"$50,008,143",1995
10,2811,The Women,"$50,007,546",2008
11,2812,Dog Day Afternoon,"$50,000,000",1975
12,2813,Harry and the Hendersons,"$49,998,613",1987
13,2814,Family is Family,"$49,954,866",2018
14,2815,Drillbit Taylor,"$49,944,325",2008
15,2816,21 Bridges,"$49,939,757",2019
16,2817,Winnie the Pooh,"$49,871,429",2011
17,2818,The Wailing,"$49,851,770",2016
18,2819,The Switch,"$49,843,011",2010
19,2820,Space Battleship Yamato,"$49,827,298",2010
20,2821,Popeye,"$49,823,037",1980
21,2822,Notes on a Scandal,"$49,814,392",2006
22,2823,Pleasantville,"$49,805,462",1998
23,2824,Major League,"$49,797,148",1989
24,2825,An Inconvenient Truth,"$49,782,012",2006
25,2826,She's Out of My League,"$49,779,728",2010
26,2827,This Christmas,"$49,778,552",2007
27,2828,The Boy and the Beast,"$49,768,644",2015
28,2829,Raising Helen,"$49,718,611",2004
29,2830,We Were There: True Love,"$49,660,749",2012
30,2831,The Island of Dr. Moreau,"$49,627,779",1996
31,2832,Two Is a Family,"$49,619,118",2014
32,2833,Song of Youth,"$49,615,508",2019
33,2834,Revenge of the Pink Panther,"$49,579,269",1978
34,2835,Surprise,"$49,567,466",2015
35,2836,Death Wish,"$49,562,710",2018
36,2837,"Planes, Trains & Automobiles","$49,530,280",1987
37,2838,CJ7,"$49,529,913",2008
38,2839,The Grudge,"$49,511,319",2019
39,2840,Tad: The Explorer,"$49,491,605",2012
40,2841,Shampoo,"$49,407,734",1975
41,2842,Andhadhun,"$49,391,206",2018
42,2843,A Nightmare on Elm Street 4: The Dream Master,"$49,369,899",1988
43,2844,National Lampoon's European Vacation,"$49,364,621",1985
44,2845,The New World,"$49,334,775",2003
45,2846,The Black Dahlia,"$49,332,692",2006
46,2847,Capote,"$49,327,405",2005
47,2848,May 18,"$49,282,156",2007
48,2849,One Piece: Strong World,"$49,271,461",2009
49,2850,Entourage,"$49,263,404",2015
50,2851,A Turtle's Tale 2: Sammy's Escape from Paradise,"$49,261,830",2012
51,2852,The Hurt Locker,"$49,230,772",2008
52,2853,Bugsy,"$49,114,016",1991
53,2854,The 'Burbs,"$49,101,993",1989
54,2855,The Deer Hunter,"$49,074,243",1978
55,2856,Florence Foster Jenkins,"$49,052,787",2016
