,Rank,Title,Lifetime Gross,Year
0,4001,Laws of Attraction,"$30,031,874",2003
1,4002,The Gods Must Be Crazy,"$30,031,783",1984
2,4003,Solaris,"$30,002,758",2002
3,4004,A Nightmare on Elm Street 2: Freddy's Revenge,"$29,999,213",1985
4,4005,Natale a Beverly Hills,"$29,976,481",2009
5,4006,Madeline,"$29,967,750",1998
6,4007,Reset,"$29,966,205",2017
7,4008,Small Time Crooks,"$29,934,477",2000
8,4009,Keeping Up with the Joneses,"$29,918,745",2016
9,4010,Neighbors,"$29,916,207",1981
10,4011,Rab Ne Bana Di Jodi,"$29,914,469",2008
11,4012,Pulse,"$29,907,685",2006
12,4013,Crows Zero II,"$29,893,636",2009
13,4014,Green Card,"$29,888,235",1990
14,4015,The Four Feathers,"$29,882,645",2002
15,4016,The Bye Bye Man,"$29,874,280",2017
16,4017,Jumpin' Jack Flash,"$29,844,101",1986
17,4018,You Are the Apple of My Eye,"$29,843,025",2011
18,4019,Serpico,"$29,829,963",1973
19,4020,Draft Day,"$29,824,199",2014
20,4021,The Disaster Artist,"$29,820,616",2017
21,4022,Ice,"$29,806,210",2018
22,4023,Like a Boss,"$29,753,143",2020
23,4024,Torrente 4,"$29,737,384",2011
24,4025,Lissi und der wilde Kaiser,"$29,733,764",2007
25,4026,Battlefield Earth,"$29,725,663",2000
26,4027,The Swindlers,"$29,721,916",2017
27,4028,Angel Eyes,"$29,715,606",2001
28,4029,The World According to Garp,"$29,712,172",1982
29,4030,The Raven,"$29,699,345",2012
30,4031,City by the Sea,"$29,676,703",2002
31,4032,Masterminds,"$29,674,699",2016
32,4033,The Sorcerer and the White Snake,"$29,668,475",2011
33,4034,Death Note,"$29,667,169",2006
34,4035,Amour,"$29,664,140",2012
35,4036,Maya the Bee Movie,"$29,647,871",2014
36,4037,Luther,"$29,632,684",2003
37,4038,Across the Universe,"$29,625,761",2007
38,4039,Cursed,"$29,621,722",2005
39,4040,An American Haunting,"$29,612,137",2006
40,4041,The Fox & the Child,"$29,610,210",2007
41,4042,Never Cry Wolf,"$29,600,000",1983
42,4043,W.,"$29,560,587",2008
43,4044,In the Valley of Elah,"$29,541,790",2007
44,4045,20th Century Boys 2: The Last Hope,"$29,502,213",2009
45,4046,Fools Rush In,"$29,481,428",1997
46,4047,Twilight Zone: The Movie,"$29,450,919",1983
47,4048,Bugs!,"$29,445,226",2003
48,4049,The Pledge,"$29,419,291",2001
49,4050,The Valet,"$29,414,553",2006
50,4051,The Losers,"$29,397,654",2010
51,4052,A Low Down Dirty Shame,"$29,392,418",1994
52,4053,All About My Wife,"$29,382,038",2012
53,4054,Baby Boy,"$29,381,649",2001
54,4055,Alibi.com,"$29,370,592",2017
55,4056,Nurse Betty,"$29,364,989",2000
56,4057,The Frighteners,"$29,359,216",1996
57,4058,Mr. Holmes,"$29,355,203",2015
58,4059,Spice World,"$29,342,592",1998
59,4060,Rowdy Rathore,"$29,342,463",2012
60,4061,Sword Art Online The Movie: Ordinal Scale,"$29,322,339",2017
61,4062,Christmas on the Nile,"$29,320,869",2002
62,4063,Free Solo,"$29,318,861",2018
63,4064,Silent Witness,"$29,315,945",2013
64,4065,Easy Money,"$29,309,766",1983
65,4066,The Class,"$29,303,505",2008
66,4067,Hoffa,"$29,302,121",1992
67,4068,Shoot to Kill,"$29,300,090",1988
68,4069,Legend No. 17,"$29,295,378",2013
69,4070,Dragon,"$29,282,887",2011
70,4071,Yu-Gi-Oh!: The Movie - Pyramid of Light,"$29,266,490",2004
71,4072,Big Eyes,"$29,253,166",2014
72,4073,Tokyo Tower,"$29,249,326",2005
73,4074,Dad,"$29,237,250",1989
74,4075,Romy and Michele's High School Reunion,"$29,235,353",1997
75,4076,Chinatown,"$29,225,935",1974
76,4077,Fall In Love At First Kiss,"$29,206,238",2019
77,4078,Bulworth,"$29,202,884",1998
78,4079,Fort Apache the Bronx,"$29,200,000",1981
79,4080,The Young Victoria,"$29,196,409",2009
80,4081,The Santa Claus Gang,"$29,181,330",2010
81,4082,Raising Arizona,"$29,180,280",1987
82,4083,Dark Figure of Crime,"$29,176,133",2018
83,4084,The Rose,"$29,174,648",1979
84,4085,Flight Crew,"$29,171,110",2016
85,4086,Singh Is King,"$29,169,677",2008
86,4087,Unfair: The Answer,"$29,166,054",2011
87,4088,Viking,"$29,161,298",2016
88,4089,The Last Picture Show,"$29,146,131",1971
89,4090,Special ID,"$29,139,936",2013
90,4091,I Give It a Year,"$29,128,433",2013
