,Rank,Title,Lifetime Gross,Year
0,5001,Super Size Me,"$20,645,757",2004
1,5002,The Front Line,"$20,629,645",2011
2,5003,A Christmas Story,"$20,618,717",1983
3,5004,F/X,"$20,603,715",1986
4,5005,Polisse,"$20,601,245",2011
5,5006,If Beale Street Could Talk,"$20,596,567",2018
6,5007,Hollywoo,"$20,587,850",2011
7,5008,Walk Hard: The Dewey Cox Story,"$20,576,198",2007
8,5009,The Great Gatsby,"$20,563,273",1974
9,5010,Child's Play 3,"$20,560,255",1991
10,5011,The Last Station,"$20,554,320",2009
11,5012,Micmacs,"$20,550,145",2009
12,5013,The Man with the Iron Fists,"$20,546,518",2012
13,5014,The 11 Commandments,"$20,537,839",2004
14,5015,Country Strong,"$20,529,194",2010
15,5016,Porky's Revenge,"$20,518,905",1985
16,5017,Friend 2,"$20,502,243",2013
17,5018,Cock and Bull,"$20,490,872",2016
18,5019,The Final Conflict,"$20,471,382",1981
19,5020,One Hundred Thousand Bad Jokes 2,"$20,460,352",2017
20,5021,My Life in Ruins,"$20,458,873",2009
21,5022,Top Secret!,"$20,458,340",1984
22,5023,Duel in the Sun,"$20,428,771",1946
23,5024,La Cage aux Folles,"$20,424,259",1979
24,5025,The Sapphires,"$20,423,628",2012
25,5026,Ladies in Lavender,"$20,421,130",2004
26,5027,Hello Again,"$20,419,446",1987
27,5028,That Demon Within,"$20,415,934",2014
28,5029,The Mole Song: Undercover Agent Reiji,"$20,392,349",2014
29,5030,F.I.S.T.,"$20,388,920",1978
30,5031,Beerfest,"$20,387,597",2006
31,5032,The Clan,"$20,381,995",2015
32,5033,Sgt. Pepper's Lonely Hearts Club Band,"$20,378,470",1978
33,5034,The Namesake,"$20,354,321",2007
34,5035,The Glimmer Man,"$20,351,264",1996
35,5036,Showgirls,"$20,350,754",1995
36,5037,Burn the Stage: The Movie,"$20,347,513",2018
37,5038,Code of Silence,"$20,345,361",1985
38,5039,Cold War,"$20,343,051",2008
39,5040,City Hall,"$20,340,204",1996
40,5041,Sadako 3D,"$20,335,408",2012
41,5042,Babysitting,"$20,334,564",2014
42,5043,The Presidio,"$20,324,096",1988
43,5044,Brahms: The Boy II,"$20,311,536",2020
44,5045,Vampires,"$20,308,772",1998
45,5046,Hot Dog... The Movie,"$20,307,325",1984
46,5047,Jetsons: The Movie,"$20,305,841",1990
47,5048,The People vs. Larry Flynt,"$20,300,385",1996
48,5049,The Cowboy Way,"$20,280,016",1994
49,5050,Labor Day,"$20,275,812",2014
50,5051,"Les trois frères, le retour","$20,268,560",2014
51,5052,The Incredible Shrinking Woman,"$20,259,961",1981
52,5053,Action Jackson,"$20,256,975",1988
53,5054,Scabbard Samurai,"$20,251,745",2011
54,5055,The NeverEnding Story,"$20,250,857",1984
55,5056,Mobsters,"$20,246,790",1991
56,5057,Critical Condition,"$20,240,502",1987
57,5058,Stella,"$20,240,128",1990
58,5059,Ong-Bak: The Thai Warrior,"$20,235,426",2003
59,5060,Six Pack,"$20,225,989",1982
60,5061,Singh Is Bliing,"$20,224,851",2015
61,5062,Beck,"$20,219,060",2010
62,5063,Another Stakeout,"$20,208,496",1993
63,5064,Eiga Kureyon Shinchan: Otakebe! Kasukabe yasei-oukoku,"$20,198,905",2007
64,5065,"Corrina, Corrina","$20,164,171",1994
65,5066,Dracula,"$20,158,970",1979
66,5067,How Not to Rescue a Princess,"$20,157,447",2010
67,5068,Ballistic: Ecks vs. Sever,"$20,154,899",2002
68,5069,Juice,"$20,146,880",1992
69,5070,Serving Sara,"$20,146,150",2002
70,5071,Mulholland Drive,"$20,129,557",2001
71,5072,Melinda and Melinda,"$20,129,327",2004
72,5073,Hirugao,"$20,129,230",2017
73,5074,Love and Death,"$20,123,742",1975
74,5075,My Favorite Year,"$20,123,620",1982
75,5076,Cado dalle nubi,"$20,123,466",2009
