,Rank,Title,Lifetime Gross,Year
0,6401,The Entity,"$13,277,558",1983
1,6402,Klown,"$13,273,759",2010
2,6403,Body of Evidence,"$13,273,595",1993
3,6404,Class Act,"$13,272,113",1992
4,6405,Vera Drake,"$13,267,869",2004
5,6406,Bienvenue à bord,"$13,264,865",2011
6,6407,The Mod Squad,"$13,263,993",1999
7,6408,Visiting Hours,"$13,258,670",1982
8,6409,Roller Boogie,"$13,253,715",1979
9,6410,Vice Squad,"$13,253,583",1982
10,6411,Trespass,"$13,249,535",1992
11,6412,The Pirates Who Don't Do Anything: A VeggieTales Movie,"$13,247,725",2008
12,6413,The First Day of the Rest of Your Life,"$13,247,396",2008
13,6414,Vidocq,"$13,240,767",2001
14,6415,Bhootnath,"$13,236,817",2008
15,6416,Crazy People,"$13,236,513",1990
16,6417,Gorko! 2,"$13,228,038",2014
17,6418,Naruto Shippûden: The Movie,"$13,219,807",2006
18,6419,Paris Can Wait,"$13,203,541",2017
19,6420,The Way of the Gun,"$13,200,972",2000
20,6421,Kal ho naa ho,"$13,200,241",2003
21,6422,Enchanted April,"$13,200,170",1992
22,6423,The Well Digger's Daughter,"$13,194,167",2011
23,6424,Nothing to Hide,"$13,189,388",2018
24,6425,The Honeymooners,"$13,183,426",2005
25,6426,Miszmasz czyli Kogel Mogel 3,"$13,168,337",2019
26,6427,Revenge of the Ninja,"$13,168,027",1983
27,6428,Critters,"$13,167,232",1986
28,6429,Le Sauvage,"$13,161,770",2005
29,6430,Mommy,"$13,156,856",2014
30,6431,While at War,"$13,144,370",2019
31,6432,The Sisters Brothers,"$13,143,056",2018
32,6433,Love Life,"$13,138,456",2009
33,6434,Greedy,"$13,137,484",1994
34,6435,Rosewood,"$13,130,349",1997
35,6436,Man in Love,"$13,128,746",2014
36,6437,Head Over Heels,"$13,127,022",2001
37,6438,Delhi-6,"$13,125,579",2009
38,6439,Mafia Women,"$13,121,008",2018
39,6440,Author! Author!,"$13,111,101",1982
40,6441,Back to the Beach,"$13,110,903",1987
41,6442,Toei Spring Anime Fair,"$13,107,237",2002
42,6443,The Crew,"$13,105,853",2000
43,6444,Kamen Rider Movie War Ultimatum: Kamen Rider vs. Kamen Rider Wizard & Fourze,"$13,105,773",2012
44,6445,The Evil That Men Do,"$13,102,025",1984
45,6446,Hillary's America: The Secret History of the Democratic Party,"$13,099,931",2016
46,6447,Kiss Me Again,"$13,099,140",2010
47,6448,How to Eat Fried Worms,"$13,098,996",2006
48,6449,In the Name of the King: A Dungeon Siege Tale,"$13,097,915",2007
49,6450,True Romance,"$13,092,264",1993
50,6451,The Angels' Share,"$13,090,471",2012
51,6452,American Me,"$13,086,430",1992
52,6453,Cat's Eye,"$13,086,298",1985
53,6454,Thirst,"$13,085,023",2009
54,6455,Shut In,"$13,082,071",2016
55,6456,Hot Tub Time Machine 2,"$13,081,651",2015
56,6457,Drishyam,"$13,076,265",2014
57,6458,Song of the Phoenix,"$13,075,926",2016
