,Rank,Title,Lifetime Gross,Year
0,9001,Meow,"$6,651,598",2017
1,9002,Swing Shift,"$6,650,206",1984
2,9003,It's a Free World...,"$6,645,036",2007
3,9004,Lost White,"$6,640,736",2016
4,9005,Mucize Ask,"$6,640,389",2019
5,9006,Fresh Horses,"$6,640,346",1988
6,9007,Black Moon Rising,"$6,637,565",1986
7,9008,The Conquest,"$6,637,166",2011
8,9009,Tired of Kissing Frogs,"$6,633,548",2006
9,9010,Bunny Drop,"$6,632,403",2011
10,9011,Eye See You,"$6,632,383",2002
11,9012,Velvet Revolution,"$6,630,285",2005
12,9013,Southside with You,"$6,628,603",2016
13,9014,Atomised,"$6,628,558",2006
14,9015,The World of Kanako,"$6,627,892",2014
15,9016,"My Friends, My Love","$6,627,782",2008
16,9017,Windstorm,"$6,626,314",2013
17,9018,Red Dog: True Blue,"$6,625,303",2016
18,9019,The Gong Show Movie,"$6,621,520",1980
19,9020,Duets,"$6,620,242",2000
20,9021,Teenosaurus Rex,"$6,618,024",2017
21,9022,De Beentjes van Sint-Hildegard,"$6,617,250",2020
22,9023,Pieta,"$6,616,296",2012
23,9024,Boss Wants a Happy Ending,"$6,615,264",2014
24,9025,Adulthood,"$6,611,001",2008
25,9026,The Hunted,"$6,609,661",1995
26,9027,Best of the Best II,"$6,608,687",1993
27,9028,Die rote Zora,"$6,608,643",2008
28,9029,Billion,"$6,606,931",2019
29,9030,Saekano: How to Raise a Boring Girlfriend,"$6,606,609",2019
30,9031,Trouble at Timpetill,"$6,604,944",2008
31,9032,Bodyguards and Assassins,"$6,604,537",2009
32,9033,Sommaren med Göran,"$6,602,586",2009
33,9034,Detective Gui,"$6,600,000",2015
34,9035,Invisible Target,"$6,599,143",2007
35,9036,Against the Ropes,"$6,596,511",2004
36,9037,The Dark,"$6,593,579",2005
37,9038,The Red Turtle,"$6,591,789",2016
38,9039,Man of Vendetta,"$6,588,417",2010
39,9040,I Capture the Castle,"$6,586,341",2003
40,9041,Presumed Guilty,"$6,585,640",2011
41,9042,Ned Kelly,"$6,585,516",2003
42,9043,The Devil's Backbone,"$6,582,065",2001
43,9044,Once Upon a Forest,"$6,582,052",1993
