,Rank,Title,Lifetime Gross,Year
0,3401,The Ghost and the Darkness,"$38,619,405",1996
1,3402,The Best of Me,"$38,609,668",2014
2,3403,Taxi 5,"$38,598,227",2018
3,3404,On Deadly Ground,"$38,590,458",1994
4,3405,Urban Legends: Final Cut,"$38,574,362",2000
5,3406,Running Scared,"$38,500,726",1986
6,3407,Million Dollar Arm,"$38,483,455",2014
7,3408,What's the Worst That Could Happen?,"$38,464,131",2001
8,3409,Bachelor Party,"$38,435,947",1984
9,3410,Employee of the Month,"$38,395,414",2006
10,3411,Chernobyl Diaries,"$38,390,020",2012
11,3412,Red Dawn,"$38,376,497",1984
12,3413,The Missing,"$38,364,277",2003
13,3414,Boruto: Naruto The Movie,"$38,362,448",2015
14,3415,The Lazarus Effect,"$38,356,892",2015
15,3416,City Heat,"$38,348,988",1984
16,3417,The Soloist,"$38,332,994",2009
17,3418,Ghajini,"$38,316,584",2008
18,3419,Higher Learning,"$38,290,723",1995
19,3420,Annie Hall,"$38,287,178",1977
20,3421,Van Wilder: Party Liaison,"$38,275,483",2002
21,3422,Don't Be Afraid of the Dark,"$38,269,529",2011
22,3423,20th Century Boys 1: Beginning of the End,"$38,231,562",2008
23,3424,Herbie Rides Again,"$38,229,000",1974
24,3425,The Original Kings of Comedy,"$38,182,790",2000
25,3426,The Water Diviner,"$38,176,317",2014
26,3427,Encounter in the Third Dimension,"$38,171,557",1999
27,3428,Just My Luck,"$38,159,905",2006
28,3429,Jumping the Broom,"$38,158,601",2011
29,3430,Camping,"$38,122,543",2006
30,3431,The Running Man,"$38,122,105",1987
31,3432,The Doctor,"$38,120,905",1991
32,3433,Spaceballs,"$38,119,483",1987
33,3434,Ri¢hie Ri¢h,"$38,087,756",1994
34,3435,Happily N'Ever After,"$38,085,778",2007
35,3436,One for the Money,"$38,084,162",2011
36,3437,The Producers,"$38,075,318",2005
37,3438,The Banger Sisters,"$38,068,353",2002
38,3439,Friendship!,"$38,061,593",2007
39,3440,But Always,"$38,039,248",2014
40,3441,Bill & Ted's Bogus Journey,"$38,037,513",1991
41,3442,Overcomer,"$38,026,103",2019
42,3443,Dead Again,"$38,016,380",1991
43,3444,The Eagle,"$37,989,684",2011
44,3445,Kokkuri-san: Gekijô-ban,"$37,982,240",2010
45,3446,For Colored Girls,"$37,981,984",2010
46,3447,Howard the Duck,"$37,962,774",1986
47,3448,Sgt. Bilko,"$37,956,793",1996
48,3449,It Could Happen to You,"$37,939,757",1994
